strategy_hash,strategy_type,original_sharpe,original_return,optimal_stop,optimal_target,optimal_sharpe,optimal_return,sharpe_improvement,return_improvement,num_trades,period,std_dev
67715670cb1e,bollinger_bands,-1.9599468115663172,-0.10069623299346686,0.075,0.1,9.088718967954886,0.20510207950458392,11.048665779521203,0.3057983124980508,665,41,2.0
a5104b8d3e6d,bollinger_bands,-2.09724498841805,-0.07262743096772228,0.075,0.1,8.267911202210119,0.13902267481131036,10.365156190628168,0.21165010577903265,381,41,2.5
d00ae37d79c7,bollinger_bands,-1.554015373737008,-0.03795471457271682,0.075,0.1,5.18133799889546,0.06438050082410363,6.735353372632468,0.10233521539682044,202,41,3.0
e220d2e71910,bollinger_bands,-1.6255108322631675,-0.1271231686104799,0.05,0.1,8.023277466239765,0.23306806308330397,9.648788298502932,0.36019123169378386,1283,42,1.0
ab7c0e7f655a,bollinger_bands,-1.6967343967409136,-0.11180306024137643,0.075,0.1,9.446375734173564,0.27836514484469665,11.143110130914478,0.3901682050860731,1058,42,1.5
c57589d57999,bollinger_bands,-1.9450482975455234,-0.10038667075308638,0.075,0.1,9.58040651783654,0.21571829343126248,11.525454815382064,0.31610496418434886,666,42,2.0
b90676e7d2bf,bollinger_bands,-2.10734885377779,-0.07503477631109778,0.05,0.1,8.194442743456815,0.12590358637356602,10.301791597234605,0.2009383626846638,376,42,2.5
dc69454680dd,bollinger_bands,-1.2355667894462052,-0.029054751185564776,0.075,0.1,5.233279940367944,0.06617845425520819,6.46884672981415,0.09523320544077296,204,42,3.0
cf7e04d7a203,bollinger_bands,-1.8395141580060108,-0.14246005174554877,0.05,0.1,7.237854555200882,0.20773149855784,9.077368713206893,0.3501915503033888,1267,43,1.0
d46c03425876,bollinger_bands,-1.8533547274977318,-0.12135853019783527,0.075,0.1,9.580792117731832,0.280019516029965,11.434146845229563,0.40137804622780027,1053,43,1.5
0b782f99e318,bollinger_bands,-1.8429952800734548,-0.0947544490577964,0.075,0.1,9.617611847904271,0.21886750383938547,11.460607127977726,0.31362195289718187,682,43,2.0
3d1cbefd6106,bollinger_bands,-1.751290783159748,-0.06370537527874154,0.075,0.1,8.465876358281607,0.14001831146062105,10.217167141441355,0.20372368673936259,379,43,2.5
3ceb6b5fca2a,bollinger_bands,-1.2241390958550082,-0.02861645186452988,0.075,0.1,5.490608913506564,0.06918621270456682,6.714748009361572,0.0978026645690967,205,43,3.0
eda5c120abc6,bollinger_bands,-1.882290877314398,-0.14480144846427234,0.075,0.1,6.99514633037749,0.2236919160121118,8.877437207691887,0.36849336447638414,1253,44,1.0
f4f9192e7ee6,bollinger_bands,-1.665506774875593,-0.10902500433186768,0.075,0.1,9.882422002140622,0.2870788819031782,11.547928777016216,0.3961038862350459,1051,44,1.5
f4a6baef696d,bollinger_bands,-1.8588943846955739,-0.09592493716703332,0.075,0.1,9.33453885499899,0.2120090835965731,11.193433239694563,0.30793402076360643,669,44,2.0
2b3523a73ed3,bollinger_bands,-1.974219143623582,-0.07163203358842496,0.05,0.1,8.204203967407288,0.12498852538280292,10.17842311103087,0.19662055897122788,370,44,2.5
db41eba7249d,bollinger_bands,-1.1911232051527305,-0.02812235755940451,0.075,0.1,5.076309426938334,0.06408083913884477,6.267432632091064,0.09220319669824928,205,44,3.0
ed91ff086529,bollinger_bands,-1.7560596333037573,-0.13601903697063644,0.075,0.1,6.997984667971748,0.22320804714191622,8.754044301275504,0.35922708411255266,1242,45,1.0
37ac1f916597,bollinger_bands,-1.5635973883501095,-0.10194434332914093,0.075,0.1,9.295834224647674,0.26860547576581206,10.859431612997783,0.370549819094953,1036,45,1.5
86aa81d899d3,bollinger_bands,-2.06890819618771,-0.10610784342489732,0.075,0.1,9.919008357235882,0.2223373619787321,11.987916553423592,0.3284452054036294,661,45,2.0
e54423f5706e,bollinger_bands,-1.877180312570253,-0.07055694997501116,0.05,0.1,8.430301498966436,0.12904386366460274,10.30748181153669,0.1996008136396139,372,45,2.5
845482b68208,bollinger_bands,-1.113476890765579,-0.027949083446969558,0.075,0.1,5.13167321376131,0.06441800758372263,6.245150104526889,0.09236709103069218,201,45,3.0
8c6ec2c9aca8,bollinger_bands,-2.0099004588032154,-0.1549208814878461,0.05,0.1,6.156808366376891,0.16922542362516224,8.166708825180107,0.32414630511300835,1213,46,1.0
bca709053121,bollinger_bands,-1.7062915006120032,-0.11099367429627138,0.075,0.1,8.582392172304452,0.24544636462298675,10.288683672916456,0.35644003891925813,999,46,1.5
907aba3382bd,bollinger_bands,-2.147037845002965,-0.10962344744253749,0.075,0.1,9.279991671276404,0.20599137565525982,11.427029516279369,0.3156148230977973,641,46,2.0
40a09c6f1749,bollinger_bands,-1.713906802673289,-0.06955314338479957,0.05,0.1,8.591174532655373,0.1295935574835141,10.305081335328662,0.19914670086831365,365,46,2.5
8243226432b5,bollinger_bands,-1.1841261806648482,-0.030150627474027636,0.075,0.1,4.646229179692915,0.058240932965265335,5.830355360357763,0.08839156043929297,198,46,3.0
558bc0157961,bollinger_bands,-1.9930650350184889,-0.15359175181619533,0.05,0.1,6.495430451905556,0.1780191150324728,8.488495486924045,0.33161086684866814,1185,47,1.0
a2ae0926bfd8,bollinger_bands,-1.4702238018762845,-0.09610733250573178,0.075,0.1,8.737983848510263,0.24790679972267782,10.208207650386548,0.3440141322284096,992,47,1.5
93f8f292c3b3,bollinger_bands,-2.129226212239079,-0.1093551543666782,0.075,0.1,9.07765987525204,0.20101784071228734,11.20688608749112,0.31037299507896554,639,47,2.0
5113d0b15dcb,bollinger_bands,-1.898022202593608,-0.07602809763013829,0.05,0.1,8.080292757291401,0.12101461467457808,9.97831495988501,0.19704271230471637,354,47,2.5
a01de85e25bc,bollinger_bands,-0.8875060756422473,-0.02288478618506329,0.075,0.1,4.933947826689425,0.062094388747794715,5.8214539023316725,0.084979174932858,202,47,3.0
35ec37dfc29d,bollinger_bands,-2.0287113069071525,-0.15577539992333822,0.05,0.1,6.424104460880825,0.17471829929409122,8.452815767787978,0.33049369921742944,1182,48,1.0
f4f89ea896e0,bollinger_bands,-1.6881726956889367,-0.10979886235540148,0.075,0.1,8.06841025577931,0.22545110195171847,9.756582951468248,0.33524996430711995,969,48,1.5
430f9f4d0cc9,bollinger_bands,-1.711594855063145,-0.08850671488745587,0.075,0.1,9.108816215300166,0.20106319010659557,10.820411070363312,0.28956990499405144,633,48,2.0
976d3195b96e,bollinger_bands,-1.8709559615253732,-0.07352870428347047,0.05,0.1,8.254305020923013,0.12359837744676883,10.125260982448387,0.1971270817302393,354,48,2.5
57ba9da33d32,bollinger_bands,-0.9051644192546376,-0.023882139803823144,0.075,0.1,4.849926110034569,0.0614421106894516,5.755090529289206,0.08532425049327474,203,48,3.0
fc33d53291ae,bollinger_bands,-2.1140628326182744,-0.16066658541505785,0.05,0.1,6.25153641153188,0.16971538181724144,8.365599244150154,0.3303819672322993,1168,49,1.0
3374f282b6dd,bollinger_bands,-1.4866971204416684,-0.09769300431129957,0.075,0.1,7.9902148880286585,0.22316314006492077,9.476912008470327,0.32085614437622034,966,49,1.5
92f6b1f7f323,bollinger_bands,-1.5859802421682205,-0.08215642075612717,0.075,0.1,8.99129272174893,0.19677602306442066,10.577272963917151,0.2789324438205478,626,49,2.0
8b8b16adb7f2,bollinger_bands,-1.83994332810044,-0.07724302735341282,0.05,0.1,7.718030586707952,0.11390788259231166,9.557973914808393,0.19115090994572448,345,49,2.5
be6753113238,bollinger_bands,-1.0129647749363888,-0.026863900648967487,0.075,0.1,4.7629824818653566,0.06088613801916454,5.775947256801746,0.08775003866813202,206,49,3.0
62d9cb196ebd,bollinger_bands,-2.098425990329793,-0.15972216583116083,0.075,0.1,6.461448147879437,0.19902732022801417,8.559874138209231,0.358749486059175,1165,50,1.0
ec97b6c35e6f,bollinger_bands,-1.466626167471631,-0.09671012899118159,0.075,0.1,8.373081949565687,0.23258559657592404,9.839708117037318,0.3292957255671056,956,50,1.5
26929cd65e11,bollinger_bands,-1.721679199397788,-0.09486047616268234,0.075,0.1,8.603100926406231,0.1868828454703404,10.324780125804018,0.28174332163302274,608,50,2.0
ec32e6085e21,bollinger_bands,-1.7519898946172268,-0.07360223688869827,0.05,0.1,7.513347715747279,0.1116076990067576,9.265337610364506,0.18520993589545587,348,50,2.5
061797342482,bollinger_bands,-0.958811451883611,-0.02602665162132367,0.075,0.1,4.799941628698688,0.061024099575046176,5.7587530805822995,0.08705075119636985,203,50,3.0
