strategy_idx,strategy_name,trades,trades_per_day,win_rate,total_return,annual_return,avg_return,avg_bars_held,sr_period,min_touches,bounce_threshold,exit_threshold
112,SPY_15m_compiled_strategy_112,577,1.8856209150326797,0.4800693240901213,-0.0043561224690231715,-0.0051973919515466704,-4.1418486282150385e-06,2.0779896013864816,35.0,5.0,0.0045,0.0015
113,SPY_15m_compiled_strategy_113,531,1.7352941176470589,0.4708097928436911,-0.01151013769046838,-0.013723458995543947,-1.8301168288310174e-05,2.096045197740113,35.0,5.0,0.0045,0.0016
114,SPY_15m_compiled_strategy_114,467,1.526143790849673,0.4518201284796574,-0.03524715045124771,-0.041927017379632114,-7.362057459933631e-05,2.113490364025696,35.0,5.0,0.0045,0.0018
135,SPY_15m_compiled_strategy_135,691,2.258169934640523,0.46164978292329956,-0.05101771452306658,-0.060591142936499476,-7.149962263348484e-05,2.1968162083936322,40.0,3.0,0.005,0.0012
136,SPY_15m_compiled_strategy_136,605,1.977124183006536,0.4677685950413223,-0.012624275287326236,-0.01505020168906357,-1.766066010181576e-05,2.133884297520661,40.0,3.0,0.005,0.0014
137,SPY_15m_compiled_strategy_137,577,1.8856209150326797,0.4800693240901213,-0.0043561224690231715,-0.0051973919515466704,-4.1418486282150385e-06,2.0779896013864816,40.0,3.0,0.005,0.0015
138,SPY_15m_compiled_strategy_138,531,1.7352941176470589,0.4708097928436911,-0.01151013769046838,-0.013723458995543947,-1.8301168288310174e-05,2.096045197740113,40.0,3.0,0.005,0.0016
139,SPY_15m_compiled_strategy_139,467,1.526143790849673,0.4518201284796574,-0.03524715045124771,-0.041927017379632114,-7.362057459933631e-05,2.113490364025696,40.0,3.0,0.005,0.0018
160,SPY_15m_compiled_strategy_160,696,2.2745098039215685,0.45977011494252873,-0.060504793089681375,-0.071790063546468,-8.52131506244676e-05,2.281609195402299,40.0,5.0,0.0035,0.0012
161,SPY_15m_compiled_strategy_161,609,1.9901960784313726,0.4663382594417077,-0.02025663237656261,-0.024131194229006114,-3.0050058493960142e-05,2.231527093596059,40.0,5.0,0.0035,0.0014
162,SPY_15m_compiled_strategy_162,582,1.9019607843137254,0.4793814432989691,-0.012340830023300886,-0.014712695514910834,-1.769516518572534e-05,2.1752577319587627,40.0,5.0,0.0035,0.0015
163,SPY_15m_compiled_strategy_163,536,1.7516339869281046,0.4701492537313433,-0.019437472603110573,-0.02315721058521103,-3.288555940429995e-05,2.201492537313433,40.0,5.0,0.0035,0.0016
164,SPY_15m_compiled_strategy_164,472,1.542483660130719,0.451271186440678,-0.04170388025256855,-0.049575617199009825,-8.67729794760193e-05,2.2266949152542375,40.0,5.0,0.0035,0.0018
185,SPY_15m_compiled_strategy_185,696,2.2745098039215685,0.45977011494252873,-0.060504793089681375,-0.071790063546468,-8.52131506244676e-05,2.281609195402299,45.0,3.0,0.004,0.0012
186,SPY_15m_compiled_strategy_186,609,1.9901960784313726,0.4663382594417077,-0.02025663237656261,-0.024131194229006114,-3.0050058493960142e-05,2.231527093596059,45.0,3.0,0.004,0.0014
187,SPY_15m_compiled_strategy_187,582,1.9019607843137254,0.4793814432989691,-0.012340830023300886,-0.014712695514910834,-1.769516518572534e-05,2.1752577319587627,45.0,3.0,0.004,0.0015
188,SPY_15m_compiled_strategy_188,536,1.7516339869281046,0.4701492537313433,-0.019437472603110573,-0.02315721058521103,-3.288555940429995e-05,2.201492537313433,45.0,3.0,0.004,0.0016
189,SPY_15m_compiled_strategy_189,472,1.542483660130719,0.451271186440678,-0.04170388025256855,-0.049575617199009825,-8.67729794760193e-05,2.2266949152542375,45.0,3.0,0.004,0.0018
210,SPY_15m_compiled_strategy_210,696,2.2745098039215685,0.45977011494252873,-0.060504793089681375,-0.071790063546468,-8.52131506244676e-05,2.281609195402299,45.0,4.0,0.0045,0.0012
211,SPY_15m_compiled_strategy_211,609,1.9901960784313726,0.4663382594417077,-0.02025663237656261,-0.024131194229006114,-3.0050058493960142e-05,2.231527093596059,45.0,4.0,0.0045,0.0014
212,SPY_15m_compiled_strategy_212,582,1.9019607843137254,0.4793814432989691,-0.012340830023300886,-0.014712695514910834,-1.769516518572534e-05,2.1752577319587627,45.0,4.0,0.0045,0.0015
213,SPY_15m_compiled_strategy_213,536,1.7516339869281046,0.4701492537313433,-0.019437472603110573,-0.02315721058521103,-3.288555940429995e-05,2.201492537313433,45.0,4.0,0.0045,0.0016
214,SPY_15m_compiled_strategy_214,472,1.542483660130719,0.451271186440678,-0.04170388025256855,-0.049575617199009825,-8.67729794760193e-05,2.2266949152542375,45.0,4.0,0.0045,0.0018
235,SPY_15m_compiled_strategy_235,705,2.303921568627451,0.4581560283687943,-0.054417203063414576,-0.06460653665445337,-7.48508259356782e-05,2.321985815602837,45.0,5.0,0.005,0.0012
236,SPY_15m_compiled_strategy_236,618,2.019607843137255,0.46440129449838186,-0.015405275355081072,-0.018360620320674204,-2.1516716713899247e-05,2.2766990291262137,45.0,5.0,0.005,0.0014
237,SPY_15m_compiled_strategy_237,591,1.9313725490196079,0.47715736040609136,-0.006147354060087484,-0.007333276331231375,-6.746775873509843e-06,2.22165820642978,45.0,5.0,0.005,0.0015
238,SPY_15m_compiled_strategy_238,545,1.7810457516339868,0.46788990825688076,-0.015033613121951284,-0.01791830949667672,-2.4025960635438852e-05,2.2495412844036697,45.0,5.0,0.005,0.0016
239,SPY_15m_compiled_strategy_239,480,1.5686274509803921,0.4479166666666667,-0.039345065664292855,-0.04678253410385058,-8.010216698482461e-05,2.283333333333333,45.0,5.0,0.005,0.0018
260,SPY_15m_compiled_strategy_260,705,2.303921568627451,0.4581560283687943,-0.054417203063414576,-0.06460653665445337,-7.48508259356782e-05,2.321985815602837,50.0,4.0,0.0035,0.0012
261,SPY_15m_compiled_strategy_261,618,2.019607843137255,0.46440129449838186,-0.015405275355081072,-0.018360620320674204,-2.1516716713899247e-05,2.2766990291262137,50.0,4.0,0.0035,0.0014
262,SPY_15m_compiled_strategy_262,591,1.9313725490196079,0.47715736040609136,-0.006147354060087484,-0.007333276331231375,-6.746775873509843e-06,2.22165820642978,50.0,4.0,0.0035,0.0015
263,SPY_15m_compiled_strategy_263,545,1.7810457516339868,0.46788990825688076,-0.015033613121951284,-0.01791830949667672,-2.4025960635438852e-05,2.2495412844036697,50.0,4.0,0.0035,0.0016
264,SPY_15m_compiled_strategy_264,480,1.5686274509803921,0.4479166666666667,-0.039345065664292855,-0.04678253410385058,-8.010216698482461e-05,2.283333333333333,50.0,4.0,0.0035,0.0018
285,SPY_15m_compiled_strategy_285,705,2.303921568627451,0.4581560283687943,-0.054417203063414576,-0.06460653665445337,-7.48508259356782e-05,2.321985815602837,50.0,5.0,0.004,0.0012
286,SPY_15m_compiled_strategy_286,618,2.019607843137255,0.46440129449838186,-0.015405275355081072,-0.018360620320674204,-2.1516716713899247e-05,2.2766990291262137,50.0,5.0,0.004,0.0014
287,SPY_15m_compiled_strategy_287,591,1.9313725490196079,0.47715736040609136,-0.006147354060087484,-0.007333276331231375,-6.746775873509843e-06,2.22165820642978,50.0,5.0,0.004,0.0015
288,SPY_15m_compiled_strategy_288,545,1.7810457516339868,0.46788990825688076,-0.015033613121951284,-0.01791830949667672,-2.4025960635438852e-05,2.2495412844036697,50.0,5.0,0.004,0.0016
289,SPY_15m_compiled_strategy_289,480,1.5686274509803921,0.4479166666666667,-0.039345065664292855,-0.04678253410385058,-8.010216698482461e-05,2.283333333333333,50.0,5.0,0.004,0.0018
15,SPY_15m_compiled_strategy_15,670,2.189542483660131,0.45671641791044776,-0.06459215571630661,-0.07660821486777558,-9.533219471857454e-05,2.1761194029850746,30.0,3.0,0.005,0.0012
16,SPY_15m_compiled_strategy_16,583,1.9052287581699345,0.4614065180102916,-0.02665056933175658,-0.031728179527644396,-4.296908413329679e-05,2.111492281303602,30.0,3.0,0.005,0.0014
17,SPY_15m_compiled_strategy_17,556,1.8169934640522876,0.47302158273381295,-0.01952798725059679,-0.023264840541477594,-3.2021690762081016e-05,2.052158273381295,30.0,3.0,0.005,0.0015
18,SPY_15m_compiled_strategy_18,510,1.6666666666666667,0.4627450980392157,-0.026222256441985392,-0.03121957882559545,-4.857027217537343e-05,2.070588235294118,30.0,3.0,0.005,0.0016
19,SPY_15m_compiled_strategy_19,446,1.457516339869281,0.44170403587443946,-0.04928981006941513,-0.058549115468816026,-0.00011009183667684418,2.087443946188341,30.0,3.0,0.005,0.0018
40,SPY_15m_compiled_strategy_40,670,2.189542483660131,0.45671641791044776,-0.06459215571630661,-0.07660821486777558,-9.533219471857454e-05,2.1761194029850746,30.0,5.0,0.0035,0.0012
41,SPY_15m_compiled_strategy_41,583,1.9052287581699345,0.4614065180102916,-0.02665056933175658,-0.031728179527644396,-4.296908413329679e-05,2.111492281303602,30.0,5.0,0.0035,0.0014
42,SPY_15m_compiled_strategy_42,556,1.8169934640522876,0.47302158273381295,-0.01952798725059679,-0.023264840541477594,-3.2021690762081016e-05,2.052158273381295,30.0,5.0,0.0035,0.0015
43,SPY_15m_compiled_strategy_43,510,1.6666666666666667,0.4627450980392157,-0.026222256441985392,-0.03121957882559545,-4.857027217537343e-05,2.070588235294118,30.0,5.0,0.0035,0.0016
44,SPY_15m_compiled_strategy_44,446,1.457516339869281,0.44170403587443946,-0.04928981006941513,-0.058549115468816026,-0.00011009183667684418,2.087443946188341,30.0,5.0,0.0035,0.0018
65,SPY_15m_compiled_strategy_65,670,2.189542483660131,0.45671641791044776,-0.06459215571630661,-0.07660821486777558,-9.533219471857454e-05,2.1761194029850746,35.0,3.0,0.004,0.0012
66,SPY_15m_compiled_strategy_66,583,1.9052287581699345,0.4614065180102916,-0.02665056933175658,-0.031728179527644396,-4.296908413329679e-05,2.111492281303602,35.0,3.0,0.004,0.0014
67,SPY_15m_compiled_strategy_67,556,1.8169934640522876,0.47302158273381295,-0.01952798725059679,-0.023264840541477594,-3.2021690762081016e-05,2.052158273381295,35.0,3.0,0.004,0.0015
68,SPY_15m_compiled_strategy_68,510,1.6666666666666667,0.4627450980392157,-0.026222256441985392,-0.03121957882559545,-4.857027217537343e-05,2.070588235294118,35.0,3.0,0.004,0.0016
69,SPY_15m_compiled_strategy_69,446,1.457516339869281,0.44170403587443946,-0.04928981006941513,-0.058549115468816026,-0.00011009183667684418,2.087443946188341,35.0,3.0,0.004,0.0018
90,SPY_15m_compiled_strategy_90,691,2.258169934640523,0.46164978292329956,-0.05101771452306658,-0.060591142936499476,-7.149962263348484e-05,2.1968162083936322,35.0,4.0,0.0045,0.0012
91,SPY_15m_compiled_strategy_91,605,1.977124183006536,0.4677685950413223,-0.012624275287326236,-0.01505020168906357,-1.766066010181576e-05,2.133884297520661,35.0,4.0,0.0045,0.0014
92,SPY_15m_compiled_strategy_92,577,1.8856209150326797,0.4800693240901213,-0.0043561224690231715,-0.0051973919515466704,-4.1418486282150385e-06,2.0779896013864816,35.0,4.0,0.0045,0.0015
93,SPY_15m_compiled_strategy_93,531,1.7352941176470589,0.4708097928436911,-0.01151013769046838,-0.013723458995543947,-1.8301168288310174e-05,2.096045197740113,35.0,4.0,0.0045,0.0016
94,SPY_15m_compiled_strategy_94,467,1.526143790849673,0.4518201284796574,-0.03524715045124771,-0.041927017379632114,-7.362057459933631e-05,2.113490364025696,35.0,4.0,0.0045,0.0018
115,SPY_15m_compiled_strategy_115,691,2.258169934640523,0.46164978292329956,-0.05101771452306658,-0.060591142936499476,-7.149962263348484e-05,2.1968162083936322,35.0,5.0,0.005,0.0012
116,SPY_15m_compiled_strategy_116,605,1.977124183006536,0.4677685950413223,-0.012624275287326236,-0.01505020168906357,-1.766066010181576e-05,2.133884297520661,35.0,5.0,0.005,0.0014
117,SPY_15m_compiled_strategy_117,577,1.8856209150326797,0.4800693240901213,-0.0043561224690231715,-0.0051973919515466704,-4.1418486282150385e-06,2.0779896013864816,35.0,5.0,0.005,0.0015
118,SPY_15m_compiled_strategy_118,531,1.7352941176470589,0.4708097928436911,-0.01151013769046838,-0.013723458995543947,-1.8301168288310174e-05,2.096045197740113,35.0,5.0,0.005,0.0016
119,SPY_15m_compiled_strategy_119,467,1.526143790849673,0.4518201284796574,-0.03524715045124771,-0.041927017379632114,-7.362057459933631e-05,2.113490364025696,35.0,5.0,0.005,0.0018
140,SPY_15m_compiled_strategy_140,691,2.258169934640523,0.46164978292329956,-0.05101771452306658,-0.060591142936499476,-7.149962263348484e-05,2.1968162083936322,40.0,4.0,0.0035,0.0012
141,SPY_15m_compiled_strategy_141,605,1.977124183006536,0.4677685950413223,-0.012624275287326236,-0.01505020168906357,-1.766066010181576e-05,2.133884297520661,40.0,4.0,0.0035,0.0014
142,SPY_15m_compiled_strategy_142,577,1.8856209150326797,0.4800693240901213,-0.0043561224690231715,-0.0051973919515466704,-4.1418486282150385e-06,2.0779896013864816,40.0,4.0,0.0035,0.0015
143,SPY_15m_compiled_strategy_143,531,1.7352941176470589,0.4708097928436911,-0.01151013769046838,-0.013723458995543947,-1.8301168288310174e-05,2.096045197740113,40.0,4.0,0.0035,0.0016
144,SPY_15m_compiled_strategy_144,467,1.526143790849673,0.4518201284796574,-0.03524715045124771,-0.041927017379632114,-7.362057459933631e-05,2.113490364025696,40.0,4.0,0.0035,0.0018
165,SPY_15m_compiled_strategy_165,696,2.2745098039215685,0.45977011494252873,-0.060504793089681375,-0.071790063546468,-8.52131506244676e-05,2.281609195402299,40.0,5.0,0.004,0.0012
166,SPY_15m_compiled_strategy_166,609,1.9901960784313726,0.4663382594417077,-0.02025663237656261,-0.024131194229006114,-3.0050058493960142e-05,2.231527093596059,40.0,5.0,0.004,0.0014
167,SPY_15m_compiled_strategy_167,582,1.9019607843137254,0.4793814432989691,-0.012340830023300886,-0.014712695514910834,-1.769516518572534e-05,2.1752577319587627,40.0,5.0,0.004,0.0015
168,SPY_15m_compiled_strategy_168,536,1.7516339869281046,0.4701492537313433,-0.019437472603110573,-0.02315721058521103,-3.288555940429995e-05,2.201492537313433,40.0,5.0,0.004,0.0016
169,SPY_15m_compiled_strategy_169,472,1.542483660130719,0.451271186440678,-0.04170388025256855,-0.049575617199009825,-8.67729794760193e-05,2.2266949152542375,40.0,5.0,0.004,0.0018
190,SPY_15m_compiled_strategy_190,696,2.2745098039215685,0.45977011494252873,-0.060504793089681375,-0.071790063546468,-8.52131506244676e-05,2.281609195402299,45.0,3.0,0.0045,0.0012
191,SPY_15m_compiled_strategy_191,609,1.9901960784313726,0.4663382594417077,-0.02025663237656261,-0.024131194229006114,-3.0050058493960142e-05,2.231527093596059,45.0,3.0,0.0045,0.0014
192,SPY_15m_compiled_strategy_192,582,1.9019607843137254,0.4793814432989691,-0.012340830023300886,-0.014712695514910834,-1.769516518572534e-05,2.1752577319587627,45.0,3.0,0.0045,0.0015
193,SPY_15m_compiled_strategy_193,536,1.7516339869281046,0.4701492537313433,-0.019437472603110573,-0.02315721058521103,-3.288555940429995e-05,2.201492537313433,45.0,3.0,0.0045,0.0016
194,SPY_15m_compiled_strategy_194,472,1.542483660130719,0.451271186440678,-0.04170388025256855,-0.049575617199009825,-8.67729794760193e-05,2.2266949152542375,45.0,3.0,0.0045,0.0018
215,SPY_15m_compiled_strategy_215,696,2.2745098039215685,0.45977011494252873,-0.060504793089681375,-0.071790063546468,-8.52131506244676e-05,2.281609195402299,45.0,4.0,0.005,0.0012
216,SPY_15m_compiled_strategy_216,609,1.9901960784313726,0.4663382594417077,-0.02025663237656261,-0.024131194229006114,-3.0050058493960142e-05,2.231527093596059,45.0,4.0,0.005,0.0014
217,SPY_15m_compiled_strategy_217,582,1.9019607843137254,0.4793814432989691,-0.012340830023300886,-0.014712695514910834,-1.769516518572534e-05,2.1752577319587627,45.0,4.0,0.005,0.0015
218,SPY_15m_compiled_strategy_218,536,1.7516339869281046,0.4701492537313433,-0.019437472603110573,-0.02315721058521103,-3.288555940429995e-05,2.201492537313433,45.0,4.0,0.005,0.0016
219,SPY_15m_compiled_strategy_219,472,1.542483660130719,0.451271186440678,-0.04170388025256855,-0.049575617199009825,-8.67729794760193e-05,2.2266949152542375,45.0,4.0,0.005,0.0018
240,SPY_15m_compiled_strategy_240,705,2.303921568627451,0.4581560283687943,-0.054417203063414576,-0.06460653665445337,-7.48508259356782e-05,2.321985815602837,50.0,3.0,0.0035,0.0012
241,SPY_15m_compiled_strategy_241,618,2.019607843137255,0.46440129449838186,-0.015405275355081072,-0.018360620320674204,-2.1516716713899247e-05,2.2766990291262137,50.0,3.0,0.0035,0.0014
242,SPY_15m_compiled_strategy_242,591,1.9313725490196079,0.47715736040609136,-0.006147354060087484,-0.007333276331231375,-6.746775873509843e-06,2.22165820642978,50.0,3.0,0.0035,0.0015
243,SPY_15m_compiled_strategy_243,545,1.7810457516339868,0.46788990825688076,-0.015033613121951284,-0.01791830949667672,-2.4025960635438852e-05,2.2495412844036697,50.0,3.0,0.0035,0.0016
244,SPY_15m_compiled_strategy_244,480,1.5686274509803921,0.4479166666666667,-0.039345065664292855,-0.04678253410385058,-8.010216698482461e-05,2.283333333333333,50.0,3.0,0.0035,0.0018
265,SPY_15m_compiled_strategy_265,705,2.303921568627451,0.4581560283687943,-0.054417203063414576,-0.06460653665445337,-7.48508259356782e-05,2.321985815602837,50.0,4.0,0.004,0.0012
266,SPY_15m_compiled_strategy_266,618,2.019607843137255,0.46440129449838186,-0.015405275355081072,-0.018360620320674204,-2.1516716713899247e-05,2.2766990291262137,50.0,4.0,0.004,0.0014
267,SPY_15m_compiled_strategy_267,591,1.9313725490196079,0.47715736040609136,-0.006147354060087484,-0.007333276331231375,-6.746775873509843e-06,2.22165820642978,50.0,4.0,0.004,0.0015
268,SPY_15m_compiled_strategy_268,545,1.7810457516339868,0.46788990825688076,-0.015033613121951284,-0.01791830949667672,-2.4025960635438852e-05,2.2495412844036697,50.0,4.0,0.004,0.0016
269,SPY_15m_compiled_strategy_269,480,1.5686274509803921,0.4479166666666667,-0.039345065664292855,-0.04678253410385058,-8.010216698482461e-05,2.283333333333333,50.0,4.0,0.004,0.0018
290,SPY_15m_compiled_strategy_290,705,2.303921568627451,0.4581560283687943,-0.054417203063414576,-0.06460653665445337,-7.48508259356782e-05,2.321985815602837,50.0,5.0,0.0045,0.0012
291,SPY_15m_compiled_strategy_291,618,2.019607843137255,0.46440129449838186,-0.015405275355081072,-0.018360620320674204,-2.1516716713899247e-05,2.2766990291262137,50.0,5.0,0.0045,0.0014
292,SPY_15m_compiled_strategy_292,591,1.9313725490196079,0.47715736040609136,-0.006147354060087484,-0.007333276331231375,-6.746775873509843e-06,2.22165820642978,50.0,5.0,0.0045,0.0015
293,SPY_15m_compiled_strategy_293,545,1.7810457516339868,0.46788990825688076,-0.015033613121951284,-0.01791830949667672,-2.4025960635438852e-05,2.2495412844036697,50.0,5.0,0.0045,0.0016
294,SPY_15m_compiled_strategy_294,480,1.5686274509803921,0.4479166666666667,-0.039345065664292855,-0.04678253410385058,-8.010216698482461e-05,2.283333333333333,50.0,5.0,0.0045,0.0018
20,SPY_15m_compiled_strategy_20,670,2.189542483660131,0.45671641791044776,-0.06459215571630661,-0.07660821486777558,-9.533219471857454e-05,2.1761194029850746,30.0,4.0,0.0035,0.0012
21,SPY_15m_compiled_strategy_21,583,1.9052287581699345,0.4614065180102916,-0.02665056933175658,-0.031728179527644396,-4.296908413329679e-05,2.111492281303602,30.0,4.0,0.0035,0.0014
22,SPY_15m_compiled_strategy_22,556,1.8169934640522876,0.47302158273381295,-0.01952798725059679,-0.023264840541477594,-3.2021690762081016e-05,2.052158273381295,30.0,4.0,0.0035,0.0015
23,SPY_15m_compiled_strategy_23,510,1.6666666666666667,0.4627450980392157,-0.026222256441985392,-0.03121957882559545,-4.857027217537343e-05,2.070588235294118,30.0,4.0,0.0035,0.0016
24,SPY_15m_compiled_strategy_24,446,1.457516339869281,0.44170403587443946,-0.04928981006941513,-0.058549115468816026,-0.00011009183667684418,2.087443946188341,30.0,4.0,0.0035,0.0018
45,SPY_15m_compiled_strategy_45,670,2.189542483660131,0.45671641791044776,-0.06459215571630661,-0.07660821486777558,-9.533219471857454e-05,2.1761194029850746,30.0,5.0,0.004,0.0012
46,SPY_15m_compiled_strategy_46,583,1.9052287581699345,0.4614065180102916,-0.02665056933175658,-0.031728179527644396,-4.296908413329679e-05,2.111492281303602,30.0,5.0,0.004,0.0014
47,SPY_15m_compiled_strategy_47,556,1.8169934640522876,0.47302158273381295,-0.01952798725059679,-0.023264840541477594,-3.2021690762081016e-05,2.052158273381295,30.0,5.0,0.004,0.0015
48,SPY_15m_compiled_strategy_48,510,1.6666666666666667,0.4627450980392157,-0.026222256441985392,-0.03121957882559545,-4.857027217537343e-05,2.070588235294118,30.0,5.0,0.004,0.0016
49,SPY_15m_compiled_strategy_49,446,1.457516339869281,0.44170403587443946,-0.04928981006941513,-0.058549115468816026,-0.00011009183667684418,2.087443946188341,30.0,5.0,0.004,0.0018
70,SPY_15m_compiled_strategy_70,670,2.189542483660131,0.45671641791044776,-0.06459215571630661,-0.07660821486777558,-9.533219471857454e-05,2.1761194029850746,35.0,3.0,0.0045,0.0012
71,SPY_15m_compiled_strategy_71,583,1.9052287581699345,0.4614065180102916,-0.02665056933175658,-0.031728179527644396,-4.296908413329679e-05,2.111492281303602,35.0,3.0,0.0045,0.0014
72,SPY_15m_compiled_strategy_72,556,1.8169934640522876,0.47302158273381295,-0.01952798725059679,-0.023264840541477594,-3.2021690762081016e-05,2.052158273381295,35.0,3.0,0.0045,0.0015
73,SPY_15m_compiled_strategy_73,510,1.6666666666666667,0.4627450980392157,-0.026222256441985392,-0.03121957882559545,-4.857027217537343e-05,2.070588235294118,35.0,3.0,0.0045,0.0016
74,SPY_15m_compiled_strategy_74,446,1.457516339869281,0.44170403587443946,-0.04928981006941513,-0.058549115468816026,-0.00011009183667684418,2.087443946188341,35.0,3.0,0.0045,0.0018
95,SPY_15m_compiled_strategy_95,691,2.258169934640523,0.46164978292329956,-0.05101771452306658,-0.060591142936499476,-7.149962263348484e-05,2.1968162083936322,35.0,4.0,0.005,0.0012
96,SPY_15m_compiled_strategy_96,605,1.977124183006536,0.4677685950413223,-0.012624275287326236,-0.01505020168906357,-1.766066010181576e-05,2.133884297520661,35.0,4.0,0.005,0.0014
97,SPY_15m_compiled_strategy_97,577,1.8856209150326797,0.4800693240901213,-0.0043561224690231715,-0.0051973919515466704,-4.1418486282150385e-06,2.0779896013864816,35.0,4.0,0.005,0.0015
98,SPY_15m_compiled_strategy_98,531,1.7352941176470589,0.4708097928436911,-0.01151013769046838,-0.013723458995543947,-1.8301168288310174e-05,2.096045197740113,35.0,4.0,0.005,0.0016
99,SPY_15m_compiled_strategy_99,467,1.526143790849673,0.4518201284796574,-0.03524715045124771,-0.041927017379632114,-7.362057459933631e-05,2.113490364025696,35.0,4.0,0.005,0.0018
120,SPY_15m_compiled_strategy_120,691,2.258169934640523,0.46164978292329956,-0.05101771452306658,-0.060591142936499476,-7.149962263348484e-05,2.1968162083936322,40.0,3.0,0.0035,0.0012
121,SPY_15m_compiled_strategy_121,605,1.977124183006536,0.4677685950413223,-0.012624275287326236,-0.01505020168906357,-1.766066010181576e-05,2.133884297520661,40.0,3.0,0.0035,0.0014
122,SPY_15m_compiled_strategy_122,577,1.8856209150326797,0.4800693240901213,-0.0043561224690231715,-0.0051973919515466704,-4.1418486282150385e-06,2.0779896013864816,40.0,3.0,0.0035,0.0015
123,SPY_15m_compiled_strategy_123,531,1.7352941176470589,0.4708097928436911,-0.01151013769046838,-0.013723458995543947,-1.8301168288310174e-05,2.096045197740113,40.0,3.0,0.0035,0.0016
124,SPY_15m_compiled_strategy_124,467,1.526143790849673,0.4518201284796574,-0.03524715045124771,-0.041927017379632114,-7.362057459933631e-05,2.113490364025696,40.0,3.0,0.0035,0.0018
145,SPY_15m_compiled_strategy_145,691,2.258169934640523,0.46164978292329956,-0.05101771452306658,-0.060591142936499476,-7.149962263348484e-05,2.1968162083936322,40.0,4.0,0.004,0.0012
146,SPY_15m_compiled_strategy_146,605,1.977124183006536,0.4677685950413223,-0.012624275287326236,-0.01505020168906357,-1.766066010181576e-05,2.133884297520661,40.0,4.0,0.004,0.0014
147,SPY_15m_compiled_strategy_147,577,1.8856209150326797,0.4800693240901213,-0.0043561224690231715,-0.0051973919515466704,-4.1418486282150385e-06,2.0779896013864816,40.0,4.0,0.004,0.0015
148,SPY_15m_compiled_strategy_148,531,1.7352941176470589,0.4708097928436911,-0.01151013769046838,-0.013723458995543947,-1.8301168288310174e-05,2.096045197740113,40.0,4.0,0.004,0.0016
149,SPY_15m_compiled_strategy_149,467,1.526143790849673,0.4518201284796574,-0.03524715045124771,-0.041927017379632114,-7.362057459933631e-05,2.113490364025696,40.0,4.0,0.004,0.0018
170,SPY_15m_compiled_strategy_170,696,2.2745098039215685,0.45977011494252873,-0.060504793089681375,-0.071790063546468,-8.52131506244676e-05,2.281609195402299,40.0,5.0,0.0045,0.0012
171,SPY_15m_compiled_strategy_171,609,1.9901960784313726,0.4663382594417077,-0.02025663237656261,-0.024131194229006114,-3.0050058493960142e-05,2.231527093596059,40.0,5.0,0.0045,0.0014
172,SPY_15m_compiled_strategy_172,582,1.9019607843137254,0.4793814432989691,-0.012340830023300886,-0.014712695514910834,-1.769516518572534e-05,2.1752577319587627,40.0,5.0,0.0045,0.0015
173,SPY_15m_compiled_strategy_173,536,1.7516339869281046,0.4701492537313433,-0.019437472603110573,-0.02315721058521103,-3.288555940429995e-05,2.201492537313433,40.0,5.0,0.0045,0.0016
174,SPY_15m_compiled_strategy_174,472,1.542483660130719,0.451271186440678,-0.04170388025256855,-0.049575617199009825,-8.67729794760193e-05,2.2266949152542375,40.0,5.0,0.0045,0.0018
195,SPY_15m_compiled_strategy_195,696,2.2745098039215685,0.45977011494252873,-0.060504793089681375,-0.071790063546468,-8.52131506244676e-05,2.281609195402299,45.0,3.0,0.005,0.0012
196,SPY_15m_compiled_strategy_196,609,1.9901960784313726,0.4663382594417077,-0.02025663237656261,-0.024131194229006114,-3.0050058493960142e-05,2.231527093596059,45.0,3.0,0.005,0.0014
197,SPY_15m_compiled_strategy_197,582,1.9019607843137254,0.4793814432989691,-0.012340830023300886,-0.014712695514910834,-1.769516518572534e-05,2.1752577319587627,45.0,3.0,0.005,0.0015
198,SPY_15m_compiled_strategy_198,536,1.7516339869281046,0.4701492537313433,-0.019437472603110573,-0.02315721058521103,-3.288555940429995e-05,2.201492537313433,45.0,3.0,0.005,0.0016
199,SPY_15m_compiled_strategy_199,472,1.542483660130719,0.451271186440678,-0.04170388025256855,-0.049575617199009825,-8.67729794760193e-05,2.2266949152542375,45.0,3.0,0.005,0.0018
220,SPY_15m_compiled_strategy_220,696,2.2745098039215685,0.45977011494252873,-0.060504793089681375,-0.071790063546468,-8.52131506244676e-05,2.281609195402299,45.0,5.0,0.0035,0.0012
221,SPY_15m_compiled_strategy_221,609,1.9901960784313726,0.4663382594417077,-0.02025663237656261,-0.024131194229006114,-3.0050058493960142e-05,2.231527093596059,45.0,5.0,0.0035,0.0014
222,SPY_15m_compiled_strategy_222,582,1.9019607843137254,0.4793814432989691,-0.012340830023300886,-0.014712695514910834,-1.769516518572534e-05,2.1752577319587627,45.0,5.0,0.0035,0.0015
223,SPY_15m_compiled_strategy_223,536,1.7516339869281046,0.4701492537313433,-0.019437472603110573,-0.02315721058521103,-3.288555940429995e-05,2.201492537313433,45.0,5.0,0.0035,0.0016
224,SPY_15m_compiled_strategy_224,472,1.542483660130719,0.451271186440678,-0.04170388025256855,-0.049575617199009825,-8.67729794760193e-05,2.2266949152542375,45.0,5.0,0.0035,0.0018
