strategy_id,period,multiplier,trades,win_rate,avg_return_pct,total_return_pct,annual_return_pct,compound_annual_pct
275,39,3.5,409,63.56968215158925,0.0008016622089280776,0.3278798434515838,0.3879141809849723,0.26964737562844565
276,40,3.5,412,64.32038834951457,0.0007499589007746005,0.30898306711913615,0.36555743152123144,0.24651725323050488
277,41,3.5,420,63.57142857142857,-0.0020015091422701573,-0.8406338397534664,-0.9945527118210026,-1.110376221189624
278,42,3.5,437,64.98855835240275,-0.001786809330771241,-0.7808356775470321,-0.9238055903373337,-1.0419072413073382
279,43,3.5,438,65.29680365296804,-0.003682230687334891,-1.6128170410526814,-1.9081215696961302,-2.010395095990447
28,38,0.5,1314,76.54226961157654,0.008156364163212313,10.709306146297775,12.670165018155116,12.708622585920203
280,44,3.5,452,66.3716814159292,-0.0022519883606482117,-1.0178987390129897,-1.2042745644660724,-1.3155282894910192
281,45,3.5,460,65.8695652173913,-0.0025072347670278623,-1.153327992832815,-1.3645007239148799,-1.4735866980147394
282,46,3.5,473,67.23044397463002,-0.0017891416450693896,-0.846263998117823,-1.0012137442520723,-1.1228705241247972
283,47,3.5,489,67.48466257668711,0.0012725764200311287,0.6222898693952253,0.7362302680168863,0.6071486693590256
284,48,3.5,486,67.48971193415639,0.0023210680518565715,1.128039073202293,1.3345814387182058,1.1996767734151481
285,49,3.5,490,68.16326530612244,0.0011427456671800212,0.5599453769182106,0.6624705867764744,0.5194365709319193
286,50,3.5,497,68.41046277665997,0.0005141172845419921,0.25551629041736723,0.302300963310688,0.1571716180343019
287,10,4.0,0,0.0,0.0,0.0,0.0,0.0
288,11,4.0,1,0.0,-0.04757938396681815,-0.04757938396681815,-0.056291102157925696,-0.05628864987909932
289,12,4.0,3,66.66666666666666,0.009572901270270755,0.028718703810812266,0.033977058029693384,0.03394799374201174
29,39,0.5,1296,77.29729729729729,0.008047638146500192,10.421691399717755,12.329888416567487,12.316988177093302
290,13,4.0,10,60.0,0.08000813595624903,0.80008135956249,0.9465751296232277,0.9476645782712234
291,14,4.0,17,52.94117647058824,0.061347159713748343,1.0429017151337217,1.2338555502990511,1.2369788848537233
292,15,4.0,29,62.06896551724138,0.03312521874719474,0.9606313436686477,1.1365215896924847,1.1351111562030392
293,16,4.0,32,71.875,0.04274409709952181,1.3678111071846981,1.6182553944156992,1.6224803340873173
294,17,4.0,42,64.28571428571429,0.014444367328666169,0.6066634278039791,0.7177426469793556,0.7127460734678515
295,18,4.0,60,56.666666666666664,-0.002660553090602365,-0.15963318543614155,-0.18886179685402663,-0.19968876908846855
296,19,4.0,68,61.76470588235294,-0.0019186584861848276,-0.1304687770605687,-0.1543574263815179,-0.17107150532374993
297,20,4.0,81,59.25925925925925,-0.005972988886866261,-0.48381209983616735,-0.5723974138906769,-0.588984248695168
298,21,4.0,95,64.21052631578948,0.00022355963236958843,0.0212381650751109,0.025126843187455148,0.0058893895147571484
299,22,4.0,119,63.86554621848739,0.0052087256830697475,0.6198383562852999,0.733329886309369,0.7144283305519084
3,13,0.5,2279,69.71027216856892,0.003201868856547121,7.293857255214374,8.62935224560574,8.308499234639521
30,40,0.5,1287,77.44945567651634,0.006906410158956518,8.881643464418087,10.507859873396045,10.289368180641656
300,23,4.0,133,63.1578947368421,0.003509149754326324,0.46671691732540105,0.5521721275399111,0.522468873155324
301,24,4.0,146,63.6986301369863,0.004766790684660119,0.6959514399603776,0.823379168403827,0.7898196014697323
302,25,4.0,144,61.80555555555556,-0.00069956900213182,-0.10073793630698256,-0.11918291056037372,-0.15993680738158877
303,26,4.0,156,60.89743589743589,-0.007989112665136227,-1.2463015757612506,-1.4744976389288034,-1.5135579969462465
304,27,4.0,169,61.53846153846154,-0.003460055815085076,-0.584749432749377,-0.6918162302950376,-0.7518023224061476
305,28,4.0,177,60.451977401129945,-0.005003001780332173,-0.885531315118794,-1.047670851689841,-1.107668181904864
306,29,4.0,193,64.24870466321244,-0.002060955421551662,-0.39776439635946914,-0.4705944971013437,-0.5419572007783868
307,30,4.0,206,67.96116504854369,-0.0048848019138355465,-1.006269194250122,-1.1905156664367642,-1.2435771491950853
308,31,4.0,218,65.59633027522935,-0.0038881477280226324,-0.8476162047089336,-1.002813537965499,-1.0597597057075525
309,32,4.0,231,67.09956709956711,0.0009569340587162526,0.22105176756345543,0.26152603486380643,0.19542069552440644
31,41,0.5,1255,76.95374800637958,0.007838245237325233,9.829159527605851,11.628864793223826,11.53928892547138
310,33,4.0,246,67.47967479674797,-9.827003334917294e-05,-0.024174428203895242,-0.028600731959538033,-0.09631048056177871
311,34,4.0,253,64.42687747035573,-0.0017121783259123648,-0.43318111645582835,-0.512495968764642,-0.5795604746308913
312,35,4.0,263,66.15969581749049,-0.0006409007314130155,-0.16855689236162197,-0.19941942194896123,-0.2701230591365955
313,36,4.0,272,64.33823529411765,-0.000553290326016556,-0.1504949686765025,-0.1780503854764255,-0.25268127942725815
314,37,4.0,285,63.50877192982456,-0.0005040226586020035,-0.1436464577015694,-0.1699479217877722,-0.2465470370487277
315,38,4.0,283,60.07067137809188,-0.005075087992549403,-1.4362499018914798,-1.6992252360406241,-1.7625947822591526
316,39,4.0,290,60.3448275862069,-0.0053174781596370705,-1.542068666294749,-1.8244192671656185,-1.8876897881409227
317,40,4.0,312,62.17948717948718,-0.0017706278189659683,-0.5524358795173829,-0.6535861109783122,-0.732219877952367
318,41,4.0,322,63.04347826086957,0.0015797415352633835,0.5086767743548085,0.6018147752930129,0.522135385292466
319,42,4.0,343,64.1399416909621,0.0012933769433654747,0.4436282915743572,0.5248560069330422,0.4351332187351842
32,42,0.5,1235,76.90437601296597,0.0065629257926432495,8.09865042812179,9.581501914960992,9.248722433547552
320,43,4.0,342,64.91228070175438,0.002402432803980546,0.8216320189613472,0.972071684404974,0.886627403880702
