strategy_id,strategy_hash,strategy_type,symbol,timeframe,constraints,period,std_dev,trace_path,total_return,sharpe_ratio,max_drawdown,num_trades,win_rate,avg_return_per_trade,total_execution_cost,profit_factor,avg_winner,avg_loser,pf_bin,trades_per_day
SPY_5m_strategy_26,e837394fa671,bollinger_bands,SPY_5m,1m,,15,1.5,traces/signals/bollinger_bands/SPY_5m_strategy_26.parquet,-0.06145041464593415,-1.1483750660982286,-0.07192161586512236,1434,0.6032078103207811,-4.338379740632723e-05,0.14340000000000003,0.8954431911452878,0.0006159512287100231,-0.0010457120884267898,0.8-1.0,5.6015625
SPY_5m_strategy_16,6312bf78024e,bollinger_bands,SPY_5m,1m,,13,1.5,traces/signals/bollinger_bands/SPY_5m_strategy_16.parquet,-0.059725998542863756,-1.169274165382755,-0.06999315711952991,1446,0.5802213001383126,-4.182834169325016e-05,0.14460000000000006,0.8963665646268248,0.0006235377231655609,-0.000961502358853946,0.8-1.0,5.6484375
SPY_5m_strategy_150,b3883b4a99a3,bollinger_bands,SPY_5m,1m,,40,1.0,traces/signals/bollinger_bands/SPY_5m_strategy_150.parquet,-0.09575421202160828,-1.210348710311578,-0.10661884499208873,1230,0.6487804878048781,-7.963249040879963e-05,0.12300000000000003,0.865486152707461,0.0007897427497221926,-0.001685561753428549,0.8-1.0,4.8046875
SPY_5m_strategy_36,cc981e9ed262,bollinger_bands,SPY_5m,1m,,17,1.5,traces/signals/bollinger_bands/SPY_5m_strategy_36.parquet,-0.06721567832654385,-1.215384616413005,-0.07467277053257182,1436,0.5898328690807799,-4.755038369424974e-05,0.14360000000000003,0.8866555339516218,0.0006306373133668562,-0.00102280501766837,0.8-1.0,5.609375
SPY_5m_strategy_120,67e6717e7708,bollinger_bands,SPY_5m,1m,,34,1.0,traces/signals/bollinger_bands/SPY_5m_strategy_120.parquet,-0.1010136061050173,-1.2819131677214977,-0.11603824863919887,1279,0.6497263487099296,-8.114084283667296e-05,0.1279,0.8607570002504928,0.0007719980934206255,-0.0016636373964746527,0.8-1.0,4.99609375
SPY_5m_strategy_77,a2e4b74d4249,bollinger_bands,SPY_5m,1m,,25,2.0,traces/signals/bollinger_bands/SPY_5m_strategy_77.parquet,-0.05420032716572187,-1.2864353099472572,-0.05830547282116194,766,0.5783289817232375,-7.176575718148377e-05,0.07660000000000002,0.8444770208776089,0.0006738071023462173,-0.001094331629536814,0.8-1.0,2.9921875
SPY_5m_strategy_155,982f190045df,bollinger_bands,SPY_5m,1m,,41,1.0,traces/signals/bollinger_bands/SPY_5m_strategy_155.parquet,-0.1029337214103967,-1.3076687136019487,-0.11296946519799078,1211,0.6473988439306358,-8.746003914140276e-05,0.12110000000000003,0.8544834045459956,0.0007932842922805425,-0.0017045643853587451,0.8-1.0,4.73046875
SPY_5m_strategy_90,99ba9aeafcd7,bollinger_bands,SPY_5m,1m,,28,1.0,traces/signals/bollinger_bands/SPY_5m_strategy_90.parquet,-0.10541650001231062,-1.319781663581475,-0.12326035936711288,1355,0.6420664206642066,-8.01461079607257e-05,0.1355,0.8596207125423768,0.0007643747234621578,-0.0015950597643275477,0.8-1.0,5.29296875
SPY_5m_strategy_57,6b16474082ff,bollinger_bands,SPY_5m,1m,,21,2.0,traces/signals/bollinger_bands/SPY_5m_strategy_57.parquet,-0.05202267546196726,-1.323581526628053,-0.05917035487752542,809,0.553770086526576,-6.522919815303538e-05,0.08090000000000001,0.8456564317828602,0.0006453836627478968,-0.0009470977900744139,0.8-1.0,3.16015625
SPY_5m_strategy_130,7a965b138401,bollinger_bands,SPY_5m,1m,,36,1.0,traces/signals/bollinger_bands/SPY_5m_strategy_130.parquet,-0.10451310943957492,-1.327201343000074,-0.1153071045619235,1293,0.6473317865429234,-8.326978883797185e-05,0.12930000000000003,0.8551760461509753,0.0007595837371273008,-0.001630349616103176,0.8-1.0,5.05078125
SPY_5m_strategy_125,a09b0b058df0,bollinger_bands,SPY_5m,1m,,35,1.0,traces/signals/bollinger_bands/SPY_5m_strategy_125.parquet,-0.10536556750890658,-1.3364888976265616,-0.11764961526000339,1292,0.6486068111455109,-8.406396696372658e-05,0.12920000000000004,0.8550469864734449,0.0007645239721211865,-0.001650400295054381,0.8-1.0,5.046875
SPY_5m_strategy_56,e1a5b15c1c4d,bollinger_bands,SPY_5m,1m,,21,1.5,traces/signals/bollinger_bands/SPY_5m_strategy_56.parquet,-0.08097031383667852,-1.3450602214173843,-0.08121946640928923,1347,0.5894580549368968,-6.152453343755768e-05,0.13470000000000001,0.8637610711114544,0.0006617406727806968,-0.0010999921170493007,0.8-1.0,5.26171875
