strategy_hash,strategy_type,sharpe_ratio,total_return,win_rate,avg_return_per_trade,num_trades,total_execution_cost
7f544d066167,bollinger_bands,-92.24209179492834,-0.8791310058731194,0.00823382126348228,-0.0022088718740530637,398,0.0398
b3883b4a99a3,bollinger_bands,-3.2143831754629253,-0.28860752770117526,0.2748940677966102,-0.00011708216133921917,2465,0.24650000000000002
07cc89a7abb6,bollinger_bands,-16.74262687476976,-0.6258138476587848,0.10222457627118645,-0.00029758147772647876,2103,0.21030000000000001
8938d657206d,bollinger_bands,-29.634504195232655,-0.7314679572635654,0.04680277349768875,-0.0005516349602289332,1326,0.1326
d760aa12c26d,bollinger_bands,-50.253673379483665,-0.8089917059713947,0.020945685670261942,-0.0010533746171502536,768,0.07680000000000001
b8f69004794a,bollinger_bands,-91.5973949667618,-0.8780788236996455,0.008378274268104776,-0.0021951970592491137,400,0.04
982f190045df,bollinger_bands,-3.2375188133982546,-0.29012965557956594,0.2750866718027735,-0.00011954250332903417,2427,0.2427
e2b1b30f7db7,bollinger_bands,-16.02200814647426,-0.6132541439163235,0.10289869029275808,-0.00029525957819755583,2077,0.20770000000000002
67715670cb1e,bollinger_bands,-28.696153387588637,-0.7220471749937385,0.04742873651771957,-0.0005495031773163915,1314,0.13140000000000002
a5104b8d3e6d,bollinger_bands,-48.66011295694095,-0.8019587317739629,0.0211864406779661,-0.0010607919732459827,756,0.0756
d00ae37d79c7,bollinger_bands,-90.3613779055275,-0.8763425838261134,0.00842642526964561,-0.002169164811450776,404,0.040400000000000005
e220d2e71910,bollinger_bands,-3.251658104788802,-0.29123534890644953,0.27590523882896767,-0.00012247071022138332,2378,0.2378
ab7c0e7f655a,bollinger_bands,-15.576526906059309,-0.6030222594250938,0.10357280431432973,-0.00029516508048218,2043,0.2043
c57589d57999,bollinger_bands,-28.32903723638267,-0.7191122092914515,0.04815100154083205,-0.0005456086565185519,1318,0.1318
b90676e7d2bf,bollinger_bands,-47.86169725189997,-0.7998299845860968,0.020993836671802775,-0.0010692914232434448,748,0.0748
dc69454680dd,bollinger_bands,-87.15000277647384,-0.8682241875622556,0.008811633281972264,-0.002128000459711411,408,0.0408
cf7e04d7a203,bollinger_bands,-3.3899906575891188,-0.3015662317068638,0.27633859784283515,-0.0001285448558000272,2346,0.2346
d46c03425876,bollinger_bands,-15.575532871860805,-0.6026852651078607,0.10405431432973807,-0.00029630544007269456,2034,0.2034
0b782f99e318,bollinger_bands,-28.679489657117838,-0.7235272132381572,0.04877696456086287,-0.0005359460838801164,1350,0.135
3d1cbefd6106,bollinger_bands,-48.04648809929394,-0.8004882074008182,0.021090138674884438,-0.001061655447481191,754,0.07540000000000001
3ceb6b5fca2a,bollinger_bands,-86.51348111783354,-0.8618853105795541,0.008907935285053929,-0.0021021592940964734,410,0.041
eda5c120abc6,bollinger_bands,-3.407079434469245,-0.3028498285348519,0.27677195685670264,-0.00012870795942832635,2353,0.2353
f4f9192e7ee6,bollinger_bands,-15.395231802293269,-0.5990054460956628,0.10439137134052388,-0.0002930555020037489,2044,0.2044
f4a6baef696d,bollinger_bands,-28.018132919233313,-0.7170672861373479,0.04916217257318952,-0.0005375316987536341,1334,0.13340000000000002
2b3523a73ed3,bollinger_bands,-46.39127706977196,-0.7935871891036709,0.021041987673343605,-0.0010753213944494186,738,0.0738
db41eba7249d,bollinger_bands,-84.31922959753805,-0.858662983454794,0.009100539291217258,-0.002094299959645839,410,0.041
ed91ff086529,bollinger_bands,-3.3087746484967817,-0.2960694764857532,0.2782164869029276,-0.0001266878376062273,2337,0.23370000000000002
37ac1f916597,bollinger_bands,-14.958151568211132,-0.590174303266733,0.10458397534668722,-0.0002936190563516085,2010,0.201
86aa81d899d3,bollinger_bands,-27.89778175957889,-0.7159717368424208,0.048969568567026195,-0.0005424028309412278,1320,0.132
e54423f5706e,bollinger_bands,-45.5735181079807,-0.7896253763457172,0.021427195685670263,-0.001064185143323069,742,0.0742
845482b68208,bollinger_bands,-78.22681820748276,-0.8448880185346028,0.009533898305084746,-0.0021017114888920467,402,0.0402
8c6ec2c9aca8,bollinger_bands,-3.413001046133854,-0.3038406563692062,0.27937211093990755,-0.00013273947416741206,2289,0.22890000000000002
bca709053121,bollinger_bands,-14.564921764434395,-0.5824404212538985,0.10434322033898305,-0.0002996092701923346,1944,0.19440000000000002
907aba3382bd,bollinger_bands,-27.05144695173889,-0.706438543682192,0.04892141756548536,-0.0005510441058363433,1282,0.1282
40a09c6f1749,bollinger_bands,-42.836563210722225,-0.7802209061170701,0.021764252696456085,-0.0010717320138970742,728,0.0728
8243226432b5,bollinger_bands,-77.75324007240486,-0.8441727116250066,0.00938944530046225,-0.0021317492717803197,396,0.0396
558bc0157961,bollinger_bands,-3.426522396555061,-0.30488910795765833,0.2797573189522342,-0.00013598978945479853,2242,0.2242
a2ae0926bfd8,bollinger_bands,-14.235791034245919,-0.574286382156088,0.1050173343605547,-0.0002960239083278804,1940,0.194
93f8f292c3b3,bollinger_bands,-26.87378996001947,-0.7050461293693745,0.04916217257318952,-0.0005499579792272812,1282,0.1282
5113d0b15dcb,bollinger_bands,-41.578971670771956,-0.7713815381971572,0.021667950693374422,-0.001092608411044132,706,0.07060000000000001
a01de85e25bc,bollinger_bands,-77.04659190059387,-0.8435751678931458,0.009726502311248074,-0.0020880573462701627,404,0.040400000000000005
35ec37dfc29d,bollinger_bands,-3.4089832936812785,-0.30367323784710154,0.2799017719568567,-0.00013629858072132026,2228,0.2228
f4f89ea896e0,bollinger_bands,-14.129110310781385,-0.5718427404834566,0.1048728813559322,-0.00030033757378332806,1904,0.1904
430f9f4d0cc9,bollinger_bands,-26.219689795307303,-0.6953500132024257,0.04969183359013867,-0.000546658815410712,1272,0.1272
976d3195b96e,bollinger_bands,-41.34162088934103,-0.7682063628724689,0.021764252696456085,-0.0010881109955700693,706,0.07060000000000001
57ba9da33d32,bollinger_bands,-75.11735641169916,-0.8400590082488816,0.009774653312788905,-0.0020691108577558658,406,0.040600000000000004
fc33d53291ae,bollinger_bands,-3.4386737335568167,-0.3057980809767785,0.28096109399075503,-0.0001386210702523928,2206,0.22060000000000002
3374f282b6dd,bollinger_bands,-13.922159271293397,-0.566553881726369,0.10496918335901387,-0.00029992264781702967,1889,0.1889
92f6b1f7f323,bollinger_bands,-25.757835908852545,-0.6900508901073399,0.049739984591679505,-0.000549403574926226,1256,0.12560000000000002
8b8b16adb7f2,bollinger_bands,-39.800587016657566,-0.7582722748952421,0.02186055469953775,-0.0011021399344407587,688,0.0688
be6753113238,bollinger_bands,-73.82776482898204,-0.8372678819295595,0.010015408320493066,-0.0020322035969164063,412,0.0412
62d9cb196ebd,bollinger_bands,-3.399573420160349,-0.3030348028237638,0.28206856702619415,-0.00013811978250855234,2194,0.2194
ec97b6c35e6f,bollinger_bands,-13.807779920106952,-0.5634441753422166,0.10496918335901387,-0.0003011460049931676,1871,0.18710000000000002
26929cd65e11,bollinger_bands,-25.25629251200873,-0.6870542301360942,0.049210323574730354,-0.0005622375042030231,1222,0.1222
ec32e6085e21,bollinger_bands,-39.94976378668645,-0.7585375733469146,0.02210130970724191,-0.001092993621537341,694,0.0694
061797342482,bollinger_bands,-69.16127588322702,-0.8271718805793371,0.010208012326656394,-0.002037369163988515,406,0.040600000000000004
