strategy_hash,strategy_type,original_sharpe,original_return,original_win_rate,original_avg_return,optimal_stop,optimal_target,optimal_sharpe,optimal_return,optimal_win_rate,optimal_avg_return,sharpe_improvement,return_improvement,win_rate_change,avg_return_change,num_trades,period,std_dev
4be6b887eb6a,bollinger_bands,-1.54110480657937,-0.12173610912230948,0.6549245147375988,-9.130150295779892e-05,0.25,0.5,-0.9914264521686256,-0.056012853226980686,0.6391085549964055,-4.0486568060962003e-05,0.5496783544107444,0.06572325589532879,-0.01581595974119332,5.081493489683691e-05,1391,38,1.0
bd9099be5311,bollinger_bands,-2.063914162631974,-0.13764652460295634,0.6177504393673111,-0.00012830896160977392,0.2,0.4,-1.5546290619399645,-0.06765954646649541,0.5984182776801406,-6.084426466367691e-05,0.5092851006920096,0.06998697813646093,-0.019332161687170557,6.746469694609702e-05,1138,38,1.5
2da25874102c,bollinger_bands,-2.279308542689806,-0.10968659549849225,0.5734870317002881,-0.00016588459783302298,0.2,0.4,-1.5302742064647112,-0.050712405791086934,0.5634005763688761,-7.431587717545468e-05,0.7490343362250946,0.05897418970740531,-0.010086455331412059,9.15687206575683e-05,694,38,2.0
dadf14ae5e7c,bollinger_bands,-1.6180258431305834,-0.05487791336628434,0.57,-0.00013986751740223876,0.2,0.4,-1.0118486688567445,-0.027100177166219153,0.56,-6.794290895920759e-05,0.6061771742738389,0.027777736200065184,-0.009999999999999898,7.192460844303117e-05,400,38,2.5
4314274a2493,bollinger_bands,-1.8427766053541936,-0.04500442802982174,0.4782608695652174,-0.00022121319413814954,0.2,0.4,-1.4645504066937123,-0.027243663686839503,0.4830917874396135,-0.00013273137121122764,0.37822619866048135,0.017760764342982238,0.004830917874396101,8.84818229269219e-05,207,38,3.0
eaf444435d31,bollinger_bands,-1.6541696427270343,-0.1303919078049749,0.6529108327192336,-0.00010086979329385243,0.25,0.5,-1.1970633004539015,-0.06673321312399505,0.6352247605011054,-4.992441617362906e-05,0.45710634227313274,0.06365869468097984,-0.017686072218128124,5.094537712022337e-05,1357,39,1.0
ae25ec524428,bollinger_bands,-1.9114482056019175,-0.1278211734898086,0.6151785714285715,-0.00012027127322747594,0.2,0.4,-1.4629081071239443,-0.06431945962855279,0.5955357142857143,-5.861825484777915e-05,0.44854009847797327,0.0635017138612558,-0.019642857142857184,6.165301837969679e-05,1120,39,1.5
b62de6c472a8,bollinger_bands,-2.3113073110272415,-0.11131966346435418,0.579100145137881,-0.00016974682006829343,0.2,0.4,-1.554583320577272,-0.05130473348762521,0.5689404934687954,-7.576592111185797e-05,0.7567239904499694,0.06001492997672897,-0.010159651669085612,9.398089895643546e-05,689,39,2.0
3ea67419245e,bollinger_bands,-2.026892925436915,-0.06983931276256905,0.5572519083969466,-0.00018288948467323844,0.2,0.4,-1.174777237946176,-0.031046190478104085,0.549618320610687,-7.950824792056056e-05,0.8521156874907387,0.038793122284464965,-0.007633587786259555,0.00010338123675267788,393,39,2.5
7f544d066167,bollinger_bands,-1.6577624182309907,-0.039248936479132523,0.48,-0.00019900237226568984,0.2,0.4,-1.5719221260860734,-0.029161752356818282,0.48,-0.0001472459708366882,0.08584029214491729,0.010087184122314241,0.0,5.1756401429001636e-05,200,39,3.0
b3883b4a99a3,bollinger_bands,-1.5809069772231283,-0.12453375427130375,0.6521412471825695,-9.781658934424308e-05,0.25,0.5,-1.119718570016612,-0.0623487057610449,0.6356123215627348,-4.738758179481924e-05,0.46118840720651644,0.062185048510258856,-0.016528925619834656,5.042900754942384e-05,1331,40,1.0
07cc89a7abb6,bollinger_bands,-1.9673020632713947,-0.1315030569381962,0.6216955332725616,-0.0001266405202993746,0.2,0.4,-1.2639748487304834,-0.055428323221183184,0.5998176845943483,-5.124012625557325e-05,0.7033272145409113,0.07607473371701301,-0.021877848678213296,7.540039404380135e-05,1097,40,1.5
8938d657206d,bollinger_bands,-2.3197838111843754,-0.1114357466183803,0.5639880952380952,-0.00017424290061892142,0.2,0.4,-1.5913632018951414,-0.05256192929726755,0.5550595238095238,-7.965340296975929e-05,0.728420609289234,0.05887381732111274,-0.008928571428571397,9.458949764916213e-05,672,40,2.0
d760aa12c26d,bollinger_bands,-2.1052943855272432,-0.07287335943544182,0.5684754521963824,-0.0001941480587909761,0.2,0.4,-1.1149191025624494,-0.02983423277868702,0.5581395348837209,-7.749406084565728e-05,0.9903752829647938,0.0430391266567548,-0.01033591731266148,0.00011665399794531883,387,40,2.5
b8f69004794a,bollinger_bands,-1.4851630457458447,-0.03613994906497009,0.4925373134328358,-0.0001818819076986707,0.2,0.4,-1.1935884229437492,-0.02265683422393472,0.4925373134328358,-0.00011326787459715308,0.29157462280209545,0.01348311484103537,0.0,6.861403310151762e-05,201,40,3.0
982f190045df,bollinger_bands,-1.652354275222327,-0.12959562506090316,0.6509505703422053,-0.0001034184742792264,0.25,0.5,-1.3077726047354197,-0.07216335190330014,0.6334600760456274,-5.596742988459224e-05,0.34458167048690735,0.05743227315760302,-0.017490494296577896,4.745104439463416e-05,1315,41,1.0
e2b1b30f7db7,bollinger_bands,-1.800175937823148,-0.11967726983267657,0.6191806331471136,-0.0001168113513893312,0.2,0.4,-1.3363779233147755,-0.05839397465475227,0.5949720670391061,-5.5267078436838165e-05,0.46379801450837266,0.0612832951779243,-0.02420856610800748,6.154427295249304e-05,1074,41,1.5
67715670cb1e,bollinger_bands,-1.9599468115663172,-0.10069623299346686,0.5834586466165413,-0.00015781334583633372,0.2,0.4,-1.0918371593744718,-0.036898388670578486,0.5744360902255639,-5.582073034251759e-05,0.8681096521918454,0.06379784432288838,-0.009022556390977488,0.00010199261549381613,665,41,2.0
a5104b8d3e6d,bollinger_bands,-2.09724498841805,-0.07262743096772228,0.5721784776902887,-0.0001965086297957577,0.2,0.4,-1.1890432695042048,-0.03233421563103289,0.5616797900262467,-8.545768842838023e-05,0.9082017189138452,0.04029321533668939,-0.01049868766404205,0.00011105094136737747,381,41,2.5
d00ae37d79c7,bollinger_bands,-1.554015373737008,-0.03795471457271682,0.5099009900990099,-0.00019029743781775096,0.2,0.4,-1.3386780186720968,-0.025712600366052163,0.5099009900990099,-0.0001281868199076448,0.21533735506491114,0.012242114206664656,0.0,6.211061791010615e-05,202,41,3.0
e220d2e71910,bollinger_bands,-1.6255108322631675,-0.1271231686104799,0.6554949337490257,-0.00010380673098597068,0.25,0.5,-1.2103778268625336,-0.06655905641504012,0.6383476227591582,-5.26853232119423e-05,0.4151330054006339,0.06056411219543978,-0.017147310989867437,5.112140777402838e-05,1283,42,1.0
ab7c0e7f655a,bollinger_bands,-1.6967343967409136,-0.11180306024137643,0.6247637051039697,-0.00011021405978808195,0.2,0.4,-1.4559623198735518,-0.06264466372666988,0.5992438563327032,-6.039713321000256e-05,0.2407720768673618,0.04915839651470655,-0.025519848771266562,4.981692657807939e-05,1058,42,1.5
c57589d57999,bollinger_bands,-1.9450482975455234,-0.10038667075308638,0.5825825825825826,-0.0001570444358647868,0.2,0.4,-1.0425310279093862,-0.03517288666025986,0.5735735735735735,-5.3053807224341503e-05,0.9025172696361372,0.06521378409282652,-0.009009009009009028,0.0001039906286404453,666,42,2.0
b90676e7d2bf,bollinger_bands,-2.10734885377779,-0.07503477631109778,0.5718085106382979,-0.00020595010784281908,0.2,0.4,-1.0660421454062312,-0.029203038067690756,0.5585106382978723,-7.799523000159154e-05,1.0413067083715586,0.04583173824340703,-0.013297872340425565,0.00012795487784122755,376,42,2.5
dc69454680dd,bollinger_bands,-1.2355667894462052,-0.029054751185564776,0.5049019607843137,-0.0001434028323297381,0.0,0.0,-1.2355667894462052,-0.029054751185564776,0.5049019607843137,-0.0001434028323297381,0.0,0.0,0.0,0.0,204,42,3.0
cf7e04d7a203,bollinger_bands,-1.8395141580060108,-0.14246005174554877,0.6464088397790055,-0.0001191016915724505,0.25,0.5,-1.5688902656125354,-0.08475654540249733,0.6282557221783741,-6.889591145894728e-05,0.2706238923934754,0.057703506343051436,-0.01815311760063143,5.020578011350321e-05,1267,43,1.0
d46c03425876,bollinger_bands,-1.8533547274977318,-0.12135853019783527,0.6267806267806267,-0.00012100644861778872,0.2,0.4,-1.8060902450585932,-0.0763591490189941,0.5992402659069326,-7.469183674209389e-05,0.04726448243913861,0.04499938117884117,-0.02754036087369416,4.631461187569484e-05,1053,43,1.5
0b782f99e318,bollinger_bands,-1.8429952800734548,-0.0947544490577964,0.5821114369501467,-0.00014423621703292137,0.2,0.4,-1.0508874934230723,-0.03565622732571616,0.5733137829912024,-5.2535613063060906e-05,0.7921077866503825,0.059098221732080236,-0.008797653958944274,9.170060396986046e-05,682,43,2.0
3d1cbefd6106,bollinger_bands,-1.751290783159748,-0.06370537527874154,0.5989445910290238,-0.00017216350077186676,0.15,0.3,-0.3979078235794612,-0.009925038440122269,0.5725593667546174,-2.5670615125509604e-05,1.3533829595802866,0.05378033683861927,-0.02638522427440637,0.00014649288564635716,379,43,2.5
3ceb6b5fca2a,bollinger_bands,-1.2241390958550082,-0.02861645186452988,0.48292682926829267,-0.00014051575917428658,0.0,0.0,-1.2241390958550082,-0.02861645186452988,0.48292682926829267,-0.00014051575917428658,0.0,0.0,0.0,0.0,205,43,3.0
eda5c120abc6,bollinger_bands,-1.882290877314398,-0.14480144846427234,0.6456504389465283,-0.00012263563582736673,0.25,0.5,-1.644093086798371,-0.0884829856407009,0.6264964086193137,-7.292378006833303e-05,0.23819779051602707,0.05631846282357145,-0.019154030327214633,4.97118557590337e-05,1253,44,1.0
f4f9192e7ee6,bollinger_bands,-1.665506774875593,-0.10902500433186768,0.6270218839200761,-0.0001080068740325266,0.2,0.4,-1.4425095847768858,-0.061729006772741735,0.6003805899143673,-5.987935546831651e-05,0.2229971900987071,0.047295997559125946,-0.026641294005708804,4.812751856421008e-05,1051,44,1.5
f4a6baef696d,bollinger_bands,-1.8588943846955739,-0.09592493716703332,0.5829596412556054,-0.00014895699232467423,0.2,0.4,-1.113481055626886,-0.037957356630660355,0.5724962630792227,-5.711798263622305e-05,0.745413329068688,0.057967580536372965,-0.010463378176382654,9.183900968845119e-05,669,44,2.0
2b3523a73ed3,bollinger_bands,-1.974219143623582,-0.07163203358842496,0.5918918918918918,-0.00019931677889583704,0.15,0.3,-0.5328981464052523,-0.013344643586754246,0.5675675675675675,-3.563001968516976e-05,1.4413209972183298,0.058287390001670714,-0.024324324324324298,0.00016368675921066728,370,44,2.5
db41eba7249d,bollinger_bands,-1.1911232051527305,-0.02812235755940451,0.4878048780487805,-0.0001380109721007216,0.0,0.0,-1.1911232051527305,-0.02812235755940451,0.4878048780487805,-0.0001380109721007216,0.0,0.0,0.0,0.0,205,44,3.0
ed91ff086529,bollinger_bands,-1.7560596333037573,-0.13601903697063644,0.6545893719806763,-0.000115493923422097,0.2,0.4,-1.4967354938533624,-0.07460608509395328,0.6199677938808373,-6.156372007070127e-05,0.2593241394503949,0.061412951876683164,-0.03462157809983901,5.393020335139572e-05,1242,45,1.0
37ac1f916597,bollinger_bands,-1.5635973883501095,-0.10194434332914093,0.6225868725868726,-0.00010196313911771699,0.2,0.4,-1.363657185698649,-0.058605896932082624,0.5965250965250966,-5.753604181750695e-05,0.1999402026514605,0.043338446397058306,-0.026061776061776065,4.4427097300210044e-05,1036,45,1.5
86aa81d899d3,bollinger_bands,-2.06890819618771,-0.10610784342489732,0.5763993948562783,-0.00016789135840497387,0.2,0.4,-1.31391321448979,-0.04417096650042107,0.56732223903177,-6.762415127183963e-05,0.75499498169792,0.06193687692447625,-0.009077155824508298,0.00010026720713313423,661,45,2.0
e54423f5706e,bollinger_bands,-1.877180312570253,-0.07055694997501116,0.5940860215053764,-0.0001950249235784687,0.15,0.3,-0.7740240789058496,-0.01891109816505876,0.5591397849462365,-5.066766711805031e-05,1.1031562336644036,0.0516458518099524,-0.034946236559139865,0.00014435725646041837,372,45,2.5
845482b68208,bollinger_bands,-1.113476890765579,-0.027949083446969558,0.5223880597014925,-0.00013972321004977905,0.2,0.4,-0.9453018554685901,-0.019602636122977635,0.5223880597014925,-9.760703000567042e-05,0.16817503529698885,0.008346447323991923,0.0,4.2116180044108624e-05,201,45,3.0
8c6ec2c9aca8,bollinger_bands,-2.0099004588032154,-0.1549208814878461,0.6562242374278648,-0.00013645176662961786,0.2,0.4,-1.6037970657176788,-0.0789896849843621,0.6257213520197856,-6.696483598498301e-05,0.40610339308553667,0.07593119650348401,-0.030502885408079217,6.948693064463485e-05,1213,46,1.0
bca709053121,bollinger_bands,-1.7062915006120032,-0.11099367429627138,0.6106106106106106,-0.00011586060356667039,0.15,0.3,-1.4879378522365132,-0.05694197132136225,0.5635635635635635,-5.8060174021580264e-05,0.21835364837548998,0.05405170297490913,-0.0470470470470471,5.7800429545090126e-05,999,46,1.5
907aba3382bd,bollinger_bands,-2.147037845002965,-0.10962344744253749,0.5741029641185648,-0.00017928355317746108,0.2,0.4,-1.6414604491973595,-0.05431438764578189,0.5616224648985959,-8.638919268331112e-05,0.5055773958056056,0.0553090597967556,-0.012480499219968855,9.289436049414996e-05,641,46,2.0
40a09c6f1749,bollinger_bands,-1.713906802673289,-0.06955314338479957,0.5945205479452055,-0.00019553998883898807,0.2,0.4,-0.9758530554328659,-0.02674340664067143,0.5780821917808219,-7.341654901016923e-05,0.7380537472404232,0.042809736744128135,-0.016438356164383605,0.00012212343982881884,365,46,2.5
8243226432b5,bollinger_bands,-1.1841261806648482,-0.030150627474027636,0.5353535353535354,-0.00015324752724096559,0.2,0.4,-0.9725295635900791,-0.0201728309556386,0.5353535353535354,-0.00010202231024738326,0.21159661707476907,0.009977796518389037,0.0,5.122521699358232e-05,198,46,3.0
558bc0157961,bollinger_bands,-1.9930650350184889,-0.15359175181619533,0.659915611814346,-0.00013835485592991382,0.2,0.4,-1.6369124457904847,-0.08042656048797558,0.6270042194092827,-6.986698687048709e-05,0.3561525892280042,0.07316519132821975,-0.032911392405063244,6.848786905942673e-05,1185,47,1.0
a2ae0926bfd8,bollinger_bands,-1.4702238018762845,-0.09610733250573178,0.6229838709677419,-9.996149409254435e-05,0.0,0.0,-1.4702238018762845,-0.09610733250573178,0.6229838709677419,-9.996149409254435e-05,0.0,0.0,0.0,0.0,992,47,1.5
93f8f292c3b3,bollinger_bands,-2.129226212239079,-0.1093551543666782,0.5837245696400626,-0.00017935252340806429,0.2,0.4,-1.51753057677704,-0.05044692295221331,0.5727699530516432,-8.027037475308208e-05,0.6116956354620389,0.058908231414464884,-0.010954616588419341,9.90821486549822e-05,639,47,2.0
5113d0b15dcb,bollinger_bands,-1.898022202593608,-0.07602809763013829,0.5988700564971752,-0.0002213722151157178,0.2,0.4,-1.3464345330582177,-0.0361920820310353,0.5790960451977402,-0.00010327333946725215,0.5515876695353903,0.03983601559910299,-0.019774011299435013,0.00011809887564846566,354,47,2.5
a01de85e25bc,bollinger_bands,-0.8875060756422473,-0.02288478618506329,0.5445544554455446,-0.00011325260890549634,0.2,0.4,-0.6842152981451208,-0.01465339118792075,0.5396039603960396,-7.215094942589144e-05,0.20329077749712643,0.008231394997142538,-0.004950495049504955,4.11016594796049e-05,202,47,3.0
35ec37dfc29d,bollinger_bands,-2.0287113069071525,-0.15577539992333822,0.6556683587140439,-0.00014090066025663697,0.2,0.4,-1.6906625440659013,-0.08252461499603425,0.6235194585448393,-7.198540605675099e-05,0.3380487628412512,0.07325078492730397,-0.032148900169204686,6.891525419988598e-05,1182,48,1.0
f4f89ea896e0,bollinger_bands,-1.6881726956889367,-0.10979886235540148,0.6160990712074303,-0.00011806482222921339,0.0,0.0,-1.6881726956889367,-0.10979886235540148,0.6160990712074303,-0.00011806482222921339,0.0,0.0,0.0,0.0,969,48,1.5
430f9f4d0cc9,bollinger_bands,-1.711594855063145,-0.08850671488745587,0.5876777251184834,-0.0001445307905073465,0.2,0.4,-1.0282856383829302,-0.03463641895024694,0.5750394944707741,-5.4944535819421535e-05,0.6833092166802148,0.053870295937208934,-0.012638230647709303,8.958625468792497e-05,633,48,2.0
976d3195b96e,bollinger_bands,-1.8709559615253732,-0.07352870428347047,0.596045197740113,-0.00021382186082956545,0.2,0.4,-1.4943989072352095,-0.040347149554924244,0.576271186440678,-0.00011546395679136315,0.37655705429016373,0.033181554728546225,-0.019774011299435013,9.83579040382023e-05,354,48,2.5
57ba9da33d32,bollinger_bands,-0.9051644192546376,-0.023882139803823144,0.5320197044334976,-0.00011766062547472641,0.25,0.5,-0.6170063620516402,-0.013829292498046541,0.5320197044334976,-6.759481848366309e-05,0.2881580572029975,0.010052847305776602,0.0,5.006580699106332e-05,203,48,3.0
fc33d53291ae,bollinger_bands,-2.1140628326182744,-0.16066658541505785,0.6583904109589042,-0.00014759525637429488,0.2,0.4,-1.958548527191971,-0.09458632099629116,0.6241438356164384,-8.418202328332934e-05,0.1555143054263035,0.06608026441876669,-0.03424657534246578,6.341323309096554e-05,1168,49,1.0
3374f282b6dd,bollinger_bands,-1.4866971204416684,-0.09769300431129957,0.6231884057971014,-0.00010444480136188147,0.5,1.0,-1.4358570724126904,-0.0779730432906548,0.6231884057971014,-8.271705426620614e-05,0.0508400480289779,0.019719961020644772,0.0,2.1727747095675326e-05,966,49,1.5
92f6b1f7f323,bollinger_bands,-1.5859802421682205,-0.08215642075612717,0.597444089456869,-0.00013506737787598555,0.2,0.4,-0.9241384734393875,-0.03096961984136193,0.5846645367412141,-4.9515506325016334e-05,0.661841768728833,0.05118680091476524,-0.012779552715654896,8.55518715509692e-05,626,49,2.0
8b8b16adb7f2,bollinger_bands,-1.83994332810044,-0.07724302735341282,0.6115942028985507,-0.00023075938852123654,0.25,0.5,-1.426754611629002,-0.04149220734480996,0.6,-0.00012179406907349228,0.41318871647143807,0.03575082000860286,-0.011594202898550732,0.00010896531944774426,345,49,2.5
be6753113238,bollinger_bands,-1.0129647749363888,-0.026863900648967487,0.5194174757281553,-0.00013077932794198122,0.25,0.5,-0.7464647993600321,-0.0168444055921807,0.5194174757281553,-8.14556539598206e-05,0.26649997557635674,0.010019495056786787,0.0,4.9323673982160624e-05,206,49,3.0
62d9cb196ebd,bollinger_bands,-2.098425990329793,-0.15972216583116083,0.6575107296137339,-0.00014700618452384473,0.2,0.4,-1.8329864808738987,-0.08894675916815797,0.6240343347639485,-7.906749367790158e-05,0.26543950945589434,0.07077540666300286,-0.033476394849785374,6.793869084594314e-05,1165,50,1.0
ec97b6c35e6f,bollinger_bands,-1.466626167471631,-0.09671012899118159,0.6328451882845189,-0.00010438808095630614,0.2,0.4,-1.330119615388592,-0.056817150516585646,0.604602510460251,-6.0376952167713056e-05,0.13650655208303908,0.03989297847459594,-0.028242677824267814,4.401112878859309e-05,956,50,1.5
26929cd65e11,bollinger_bands,-1.721679199397788,-0.09486047616268234,0.5921052631578947,-0.00016169709791573006,0.2,0.4,-1.1388495049280178,-0.03790656957916294,0.5756578947368421,-6.279784326351461e-05,0.5828296944697702,0.0569539065835194,-0.016447368421052544,9.889925465221544e-05,608,50,2.0
ec32e6085e21,bollinger_bands,-1.7519898946172268,-0.07360223688869827,0.6120689655172413,-0.0002174648497360308,0.25,0.5,-1.184303978637233,-0.03441122615922676,0.603448275862069,-9.960868514909868e-05,0.5676859159799938,0.03919101072947151,-0.008620689655172376,0.00011785616458693213,348,50,2.5
061797342482,bollinger_bands,-0.958811451883611,-0.02602665162132367,0.5172413793103449,-0.00012841220577411233,0.25,0.5,-0.5329492474379239,-0.012229671371985829,0.5172413793103449,-5.9573721512069675e-05,0.4258622044456871,0.013796980249337842,0.0,6.883848426204265e-05,203,50,3.0
